ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
1,2019,53,Washington,13-2011,Accountants & Auditors,32868,38.71,27.52,34.6,44.78,80503
2,2019,13380,"Bellingham, WA",13-2011,Accountants & Auditors,755,32.42,24.49,30.33,37.34,67417
3,2019,14740,"Bremerton-Silverdale, WA",13-2011,Accountants & Auditors,403,33.37,26.87,31.45,38.56,69416
4,2019,28420,"Kennewick-Richland, WA",13-2011,Accountants & Auditors,768,36.64,26.94,36.06,45.34,76211
5,2019,30300,"Lewiston, ID-WA",13-2011,Accountants & Auditors,145,33.52,22.94,28.45,37.49,69717
6,2019,31020,"Longview, WA",13-2011,Accountants & Auditors,243,34.42,26.21,31.82,43.15,71595
7,2019,34580,"Mount Vernon-Anacortes, WA",13-2011,Accountants & Auditors,311,35.51,27.48,32.64,40.69,73874
8,2019,36500,"Olympia-Tumwater, WA",13-2011,Accountants & Auditors,888,34.63,27.09,32.77,40.93,72033
9,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2011,Accountants & Auditors,9197,35.78,26.33,32.62,42.03,74433
10,2019,42660,"Seattle-Tacoma-Bellevue, WA",13-2011,Accountants & Auditors,22906,40.76,28.58,36.09,46.9,84791
11,2019,44060,"Spokane-Spokane Valley, WA",13-2011,Accountants & Auditors,2483,34.74,26.72,31.86,39.18,72250
12,2019,47460,"Walla Walla, WA",13-2011,Accountants & Auditors,187,34.5,26.03,30.09,45.55,71748
13,2019,48300,"Wenatchee, WA",13-2011,Accountants & Auditors,286,34.5,26.28,33.06,43.39,71742
14,2019,49420,"Yakima, WA",13-2011,Accountants & Auditors,511,33.67,24.98,29.99,39.22,70043
15,2019,530006,Western Washington nonmetropolitan area,13-2011,Accountants & Auditors,759,31.86,24.54,29.55,37.37,66257
16,2019,530007,Eastern Washington nonmetropolitan area,13-2011,Accountants & Auditors,647,31.42,25.27,29.29,35.93,65350
17,2019,53,Washington,27-2011,Actors,691,,,,,
18,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-2011,Actors,87,20.37,10.85,11.45,12.13,
19,2019,42660,"Seattle-Tacoma-Bellevue, WA",27-2011,Actors,516,21.22,13.35,19.77,24.51,
20,2019,53,Washington,15-2011,Actuaries,365,64.24,43.61,60.95,79.29,133615
21,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2011,Actuaries,145,55.69,37.05,47.2,71.97,115852
22,2019,42660,"Seattle-Tacoma-Bellevue, WA",15-2011,Actuaries,320,64.79,44.49,61.76,79.54,134756
23,2019,53,Washington,51-9191,Adhesive Bonding Machine Operators & Tenders,578,23.45,16.27,21.01,30.11,48778
24,2019,13380,"Bellingham, WA",51-9191,Adhesive Bonding Machine Operators & Tenders,39,,,,,
25,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9191,Adhesive Bonding Machine Operators & Tenders,82,15.33,12.98,14.59,17.06,31899
26,2019,44060,"Spokane-Spokane Valley, WA",51-9191,Adhesive Bonding Machine Operators & Tenders,87,18.24,12.83,19.98,22.8,37934
27,2019,530006,Western Washington nonmetropolitan area,51-9191,Adhesive Bonding Machine Operators & Tenders,12,20.03,17.3,19.53,23.14,41661
28,2019,53,Washington,23-1021,"Admin Law Judges, Adjudicators & Hearing Officers",400,53.22,43.29,49.79,57.09,110700
29,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",23-1021,"Admin Law Judges, Adjudicators & Hearing Officers",169,45.37,30.35,44.45,58.93,94357
30,2019,42660,"Seattle-Tacoma-Bellevue, WA",23-1021,"Admin Law Judges, Adjudicators & Hearing Officers",169,56.89,46.22,53.11,71.1,118332
31,2019,44060,"Spokane-Spokane Valley, WA",23-1021,"Admin Law Judges, Adjudicators & Hearing Officers",27,58.21,44.39,49.8,76.13,121069
32,2019,53,Washington,11-3011,Administrative Services Managers,5027,60.07,43.09,54.71,70.22,124948
33,2019,13380,"Bellingham, WA",11-3011,Administrative Services Managers,85,59.56,43.51,52.48,65.47,123896
34,2019,14740,"Bremerton-Silverdale, WA",11-3011,Administrative Services Managers,66,52.19,43.99,49.71,57.2,108567
35,2019,28420,"Kennewick-Richland, WA",11-3011,Administrative Services Managers,156,63.92,49.54,61.12,76.4,132962
36,2019,30300,"Lewiston, ID-WA",11-3011,Administrative Services Managers,33,37,26.95,32.05,53.23,76976
37,2019,31020,"Longview, WA",11-3011,Administrative Services Managers,50,60.06,48.28,58.51,70.93,124933
38,2019,34580,"Mount Vernon-Anacortes, WA",11-3011,Administrative Services Managers,53,46.26,38.35,45.58,54.47,96227
39,2019,36500,"Olympia-Tumwater, WA",11-3011,Administrative Services Managers,155,52.82,44.89,53.24,59.96,109873
40,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3011,Administrative Services Managers,2418,47.01,35.53,45.39,56.47,97794
41,2019,42660,"Seattle-Tacoma-Bellevue, WA",11-3011,Administrative Services Managers,3391,63.79,45.18,57.8,75.04,132693
42,2019,44060,"Spokane-Spokane Valley, WA",11-3011,Administrative Services Managers,324,48.28,39.25,46.47,57.42,100407
43,2019,47460,"Walla Walla, WA",11-3011,Administrative Services Managers,35,47.58,32.47,43.6,58.8,98976
44,2019,48300,"Wenatchee, WA",11-3011,Administrative Services Managers,50,51.63,36.87,52.67,66.44,107401
45,2019,49420,"Yakima, WA",11-3011,Administrative Services Managers,86,45.22,36.52,43.62,53.09,94060
46,2019,530006,Western Washington nonmetropolitan area,11-3011,Administrative Services Managers,155,47.2,31.29,42.53,53.75,98165
47,2019,530007,Eastern Washington nonmetropolitan area,11-3011,Administrative Services Managers,158,53.48,35.08,44.89,58.93,111227
48,2019,53,Washington,25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",2355,25.88,22.01,25.72,29.93,53836
49,2019,13380,"Bellingham, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",83,26.13,22.17,24.65,29.85,54336
50,2019,28420,"Kennewick-Richland, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",52,25.85,21.88,24.12,28.4,53769
51,2019,36500,"Olympia-Tumwater, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",46,24.73,22.06,24.19,27.43,51436
52,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",524,29.83,16.04,24.3,33.3,62052
53,2019,42660,"Seattle-Tacoma-Bellevue, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",1420,25.88,21.98,26.09,30.16,53829
54,2019,44060,"Spokane-Spokane Valley, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",,25.79,21.14,25.45,30.26,53655
55,2019,48300,"Wenatchee, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",,28.43,26.68,28.6,30.53,59117
56,2019,49420,"Yakima, WA",25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",169,26.04,23.14,26.17,29.22,54147
57,2019,530006,Western Washington nonmetropolitan area,25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",99,26.55,22.2,24.94,30.55,55228
58,2019,530007,Eastern Washington nonmetropolitan area,25-3011,"Adult Literacy, Remedial Ed, GED Teachers/Instructors",,26.71,22.11,25.32,31.34,55542
59,2019,53,Washington,11-2011,Advertising & Promotions Managers,447,72.79,54.59,69.9,83.21,151409
60,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2011,Advertising & Promotions Managers,247,54,40.33,48.95,61.35,112316
61,2019,42660,"Seattle-Tacoma-Bellevue, WA",11-2011,Advertising & Promotions Managers,382,74.61,56.65,70.85,83.75,155183
62,2019,44060,"Spokane-Spokane Valley, WA",11-2011,Advertising & Promotions Managers,23,,,,,
63,2019,53,Washington,41-3011,Advertising Sales Agents,3240,31.64,19.32,25.6,37.9,65794
64,2019,13380,"Bellingham, WA",41-3011,Advertising Sales Agents,87,25,17.19,20.59,30.53,51995
65,2019,14740,"Bremerton-Silverdale, WA",41-3011,Advertising Sales Agents,,33.88,20.35,26.82,38.24,70468
66,2019,28420,"Kennewick-Richland, WA",41-3011,Advertising Sales Agents,80,21.28,12.55,15.06,26.29,44248
67,2019,30300,"Lewiston, ID-WA",41-3011,Advertising Sales Agents,,16.45,12.11,14.73,18.27,34220
68,2019,34580,"Mount Vernon-Anacortes, WA",41-3011,Advertising Sales Agents,28,37.36,16.52,19.8,42.56,77722
69,2019,36500,"Olympia-Tumwater, WA",41-3011,Advertising Sales Agents,48,24.66,17.72,24.19,30.39,51293
70,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-3011,Advertising Sales Agents,741,25.15,12.44,21.63,33.72,52309
71,2019,42660,"Seattle-Tacoma-Bellevue, WA",41-3011,Advertising Sales Agents,2399,33.35,20.46,26.58,39.8,69374
72,2019,44060,"Spokane-Spokane Valley, WA",41-3011,Advertising Sales Agents,191,28.66,20.63,28.06,33.89,59625
73,2019,47460,"Walla Walla, WA",41-3011,Advertising Sales Agents,,19.35,14.27,16.57,19.13,40237
74,2019,48300,"Wenatchee, WA",41-3011,Advertising Sales Agents,45,25.59,17.89,21.12,30.82,53231
75,2019,49420,"Yakima, WA",41-3011,Advertising Sales Agents,59,30.74,20.47,25,43.52,63947
76,2019,530006,Western Washington nonmetropolitan area,41-3011,Advertising Sales Agents,54,24.2,18.37,22.27,30.38,50337
77,2019,530007,Eastern Washington nonmetropolitan area,41-3011,Advertising Sales Agents,77,25.83,16.85,20.33,29.3,53709
78,2019,53,Washington,17-3021,Aerospace Engineering & Operations Technicians,388,45.85,29.11,43.58,53.3,95369
79,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3021,Aerospace Engineering & Operations Technicians,,34.52,25.94,32.01,44.36,71796
80,2019,42660,"Seattle-Tacoma-Bellevue, WA",17-3021,Aerospace Engineering & Operations Technicians,386,45.9,29.12,43.61,53.45,95463
81,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2011,Aerospace Engineers,51,55.33,43.17,55.64,68.79,115088
82,2019,44060,"Spokane-Spokane Valley, WA",17-2011,Aerospace Engineers,13,55.51,34.64,58.89,73.67,115456
83,2019,53,Washington,13-1011,"Agents/Business Mgrs of Artists, Performers, Athletes",55,29.46,22.1,28.4,36.54,61287
84,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1011,"Agents/Business Mgrs of Artists, Performers, Athletes",85,36.33,21.45,33.47,38.7,75559
85,2019,42660,"Seattle-Tacoma-Bellevue, WA",13-1011,"Agents/Business Mgrs of Artists, Performers, Athletes",52,29.6,22.39,28.66,36.34,61581
86,2019,53,Washington,19-4011,Agricultural & Food Science Technicians,268,20.46,15.6,18.53,23.58,42557
87,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-4011,Agricultural & Food Science Technicians,194,19.84,16.76,18.69,22.72,41262
88,2019,42660,"Seattle-Tacoma-Bellevue, WA",19-4011,Agricultural & Food Science Technicians,76,23.62,17.39,19.9,30.84,49130
89,2019,49420,"Yakima, WA",19-4011,Agricultural & Food Science Technicians,63,17.18,14.51,16.95,18.97,35752
90,2019,530007,Eastern Washington nonmetropolitan area,19-4011,Agricultural & Food Science Technicians,37,20.35,13.31,19.26,26.33,42321
91,2019,53,Washington,45-2091,Agricultural Equipment Operators,938,17.07,13.93,16.16,18.58,35506
92,2019,28420,"Kennewick-Richland, WA",45-2091,Agricultural Equipment Operators,89,16.77,14.9,16.64,18.23,34874
93,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",45-2091,Agricultural Equipment Operators,,15.02,13.64,14.72,16.04,31225
94,2019,48300,"Wenatchee, WA",45-2091,Agricultural Equipment Operators,217,15.26,13.01,14.71,17,31738
95,2019,49420,"Yakima, WA",45-2091,Agricultural Equipment Operators,,17.7,14.16,16.38,18.76,36826
96,2019,530007,Eastern Washington nonmetropolitan area,45-2091,Agricultural Equipment Operators,282,17.52,14.72,16.8,18.87,36446
97,2019,53,Washington,45-2011,Agricultural Inspectors,472,22.85,14.93,23.73,28.21,47534
98,2019,28420,"Kennewick-Richland, WA",45-2011,Agricultural Inspectors,108,14.45,11.93,12.16,12.39,30044
99,2019,34580,"Mount Vernon-Anacortes, WA",45-2011,Agricultural Inspectors,21,25.15,21.51,25.21,27.79,52309
100,2019,42660,"Seattle-Tacoma-Bellevue, WA",45-2011,Agricultural Inspectors,99,30.3,26.59,30.95,33.96,63010
101,2019,48300,"Wenatchee, WA",45-2011,Agricultural Inspectors,25,24.62,22.04,24.96,25.57,51204
102,2019,49420,"Yakima, WA",45-2011,Agricultural Inspectors,87,22.7,20.24,23.26,25.57,47212
103,2019,530006,Western Washington nonmetropolitan area,45-2011,Agricultural Inspectors,,20.03,14.37,15.88,26.68,41667
104,2019,530007,Eastern Washington nonmetropolitan area,45-2011,Agricultural Inspectors,28,23.1,20.23,23.74,25.56,48061
105,2019,53,Washington,25-1041,"Agricultural Sciences Teachers, Postsecondary",35,,,,,94485
106,2019,53,Washington,45-2099,"Agricultural Workers, All Other",503,16.34,12.35,14.45,18.12,33987
107,2019,36500,"Olympia-Tumwater, WA",45-2099,"Agricultural Workers, All Other",67,15.35,13.08,14.24,16.66,31930
108,2019,42660,"Seattle-Tacoma-Bellevue, WA",45-2099,"Agricultural Workers, All Other",,17.43,12.26,14.81,19.68,36250
109,2019,530006,Western Washington nonmetropolitan area,45-2099,"Agricultural Workers, All Other",55,15.72,12.24,16.52,18.21,32690
110,2019,530007,Eastern Washington nonmetropolitan area,45-2099,"Agricultural Workers, All Other",36,14.12,11.88,12.06,14.02,29379
111,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-2021,Air Traffic Controllers,105,54.76,46.12,54.27,64.23,113911
112,2019,53,Washington,53-1011,Aircraft Cargo Handling Supervisors,107,30.61,20.48,28.26,38.18,63664
113,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-1011,Aircraft Cargo Handling Supervisors,101,23.93,16.91,20.84,30.13,49771
114,2019,42660,"Seattle-Tacoma-Bellevue, WA",53-1011,Aircraft Cargo Handling Supervisors,93,31.51,21.39,29.8,38.98,65552
115,2019,53,Washington,49-3011,Aircraft Mechanics & Service Technicians,5324,33.18,23.27,31.38,44.51,69013
116,2019,13380,"Bellingham, WA",49-3011,Aircraft Mechanics & Service Technicians,81,31.29,21.93,30.07,40.97,65076
117,2019,28420,"Kennewick-Richland, WA",49-3011,Aircraft Mechanics & Service Technicians,13,24.87,16.61,21.97,33.25,51732
118,2019,34580,"Mount Vernon-Anacortes, WA",49-3011,Aircraft Mechanics & Service Technicians,10,20.4,14.76,18.98,24.38,42439
119,2019,36500,"Olympia-Tumwater, WA",49-3011,Aircraft Mechanics & Service Technicians,38,32,27.62,30.09,35.93,66554
120,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3011,Aircraft Mechanics & Service Technicians,544,32.17,26.65,30.25,40.1,66922
121,2019,42660,"Seattle-Tacoma-Bellevue, WA",49-3011,Aircraft Mechanics & Service Technicians,4729,33.83,23.54,32.86,45.13,70369
122,2019,44060,"Spokane-Spokane Valley, WA",49-3011,Aircraft Mechanics & Service Technicians,215,28.17,21.58,26.07,32.09,58588
123,2019,48300,"Wenatchee, WA",49-3011,Aircraft Mechanics & Service Technicians,12,17.66,13.93,17.8,21.61,36746
124,2019,530006,Western Washington nonmetropolitan area,49-3011,Aircraft Mechanics & Service Technicians,50,27.29,21.3,29,33.7,56751
125,2019,530007,Eastern Washington nonmetropolitan area,49-3011,Aircraft Mechanics & Service Technicians,96,28.58,22.08,25.49,35.52,59462
126,2019,530007,Eastern Washington nonmetropolitan area,51-2011,Aircraft Structure/Surface/Rigging/System Assemblers,488,32.55,29.04,33.57,37.09,67699
127,2019,53,Washington,53-2022,Airfield Operations Specialists,223,33.23,25.64,30.76,37.82,69119
128,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-2022,Airfield Operations Specialists,65,27.83,18.97,24.78,36.5,57896
129,2019,42660,"Seattle-Tacoma-Bellevue, WA",53-2022,Airfield Operations Specialists,142,35.27,26.11,31.74,41.04,73345
130,2019,53,Washington,53-2011,"Airline Pilots, Copilots & Flight Engineers",2543,,,,,245908
131,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-2011,"Airline Pilots, Copilots & Flight Engineers",611,,,,,
132,2019,42660,"Seattle-Tacoma-Bellevue, WA",53-2011,"Airline Pilots, Copilots & Flight Engineers",2430,,,,,249170
133,2019,53,Washington,53-3011,Ambulance Drivers/Attendants (Not EMTs),,14.53,12.25,13.04,15.91,30214
134,2019,42660,"Seattle-Tacoma-Bellevue, WA",53-3011,Ambulance Drivers/Attendants (Not EMTs),,14.08,12.17,12.92,15.16,29279
135,2019,53,Washington,39-3091,Amusement & Recreation Attendants,5541,14.8,12.36,13.16,15.77,30784
136,2019,13380,"Bellingham, WA",39-3091,Amusement & Recreation Attendants,126,12.91,12.19,12.51,12.89,26854
137,2019,14740,"Bremerton-Silverdale, WA",39-3091,Amusement & Recreation Attendants,87,13.01,12.16,12.49,12.94,27074
138,2019,28420,"Kennewick-Richland, WA",39-3091,Amusement & Recreation Attendants,177,13.97,12.19,12.6,15.04,29064
139,2019,30300,"Lewiston, ID-WA",39-3091,Amusement & Recreation Attendants,48,10.93,8.65,9.52,12.51,22742
140,2019,31020,"Longview, WA",39-3091,Amusement & Recreation Attendants,34,17.72,12.18,17.28,19.92,36866
141,2019,34580,"Mount Vernon-Anacortes, WA",39-3091,Amusement & Recreation Attendants,49,13.7,12.3,12.77,13.81,28498
142,2019,36500,"Olympia-Tumwater, WA",39-3091,Amusement & Recreation Attendants,165,13.24,12.25,12.72,13.71,27541
143,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-3091,Amusement & Recreation Attendants,2377,13.41,11.5,12.33,14.06,27881
144,2019,42660,"Seattle-Tacoma-Bellevue, WA",39-3091,Amusement & Recreation Attendants,3798,15.15,12.47,13.69,16.2,31514
145,2019,44060,"Spokane-Spokane Valley, WA",39-3091,Amusement & Recreation Attendants,341,13.79,12.26,12.82,14.79,28671
146,2019,47460,"Walla Walla, WA",39-3091,Amusement & Recreation Attendants,,13.1,12.12,12.55,14.1,27237
147,2019,48300,"Wenatchee, WA",39-3091,Amusement & Recreation Attendants,76,14.23,12.17,12.85,15.35,29596
148,2019,49420,"Yakima, WA",39-3091,Amusement & Recreation Attendants,71,13.94,12.17,12.57,15.51,29007
149,2019,530006,Western Washington nonmetropolitan area,39-3091,Amusement & Recreation Attendants,157,14.56,12.23,12.75,14.95,30286
150,2019,530007,Eastern Washington nonmetropolitan area,39-3091,Amusement & Recreation Attendants,,14.14,12.11,12.62,15.54,29401
151,2019,53,Washington,29-1061,Anesthesiologists,642,131.38,,,,273259
152,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-1061,Anesthesiologists,260,141.62,,,,294574
153,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-1061,Anesthesiologists,,127.17,,,,264502
154,2019,530006,Western Washington nonmetropolitan area,29-1061,Anesthesiologists,15,145.65,,,,302947
155,2019,53,Washington,45-2021,Animal Breeders,77,29.34,20.61,28.12,36.6,61026
156,2019,53,Washington,33-9011,Animal Control Workers,194,24.73,20.19,23.95,29.72,51437
157,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-9011,Animal Control Workers,36,25.53,22.13,25.91,29.54,53101
158,2019,42660,"Seattle-Tacoma-Bellevue, WA",33-9011,Animal Control Workers,135,26.36,21.8,25.82,30.74,54835
159,2019,44060,"Spokane-Spokane Valley, WA",33-9011,Animal Control Workers,15,22.64,17.9,19.73,25.7,47095
160,2019,53,Washington,19-1011,Animal Scientists,13,45.04,32.85,46.18,54.79,93676
161,2019,53,Washington,39-2011,Animal Trainers,284,20.79,14.16,19.08,24.29,43228
162,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-2011,Animal Trainers,111,14.64,11.26,11.96,12.71,30435
163,2019,42660,"Seattle-Tacoma-Bellevue, WA",39-2011,Animal Trainers,,21.47,16.36,20.6,24.45,44655
164,2019,44060,"Spokane-Spokane Valley, WA",39-2011,Animal Trainers,,13.84,12.11,12.68,14.44,28793
165,2019,53,Washington,19-3091,Anthropologists & Archeologists,189,36.34,26.55,35.93,45.46,75589
166,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3091,Anthropologists & Archeologists,103,31.42,21.93,28.6,40.67,65355
167,2019,42660,"Seattle-Tacoma-Bellevue, WA",19-3091,Anthropologists & Archeologists,111,35.34,24.27,30.95,46.27,73515
168,2019,53,Washington,25-1061,"Anthropology & Archeology Teachers, Postsecondary",267,,,,,80064
169,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1061,"Anthropology & Archeology Teachers, Postsecondary",42,,,,,107688
170,2019,42660,"Seattle-Tacoma-Bellevue, WA",25-1061,"Anthropology & Archeology Teachers, Postsecondary",111,,,,,85291
171,2019,53,Washington,13-2021,Appraisers & Assessors of Real Estate,990,34.19,22.78,32.35,41.23,71121
172,2019,14740,"Bremerton-Silverdale, WA",13-2021,Appraisers & Assessors of Real Estate,,43.01,35.56,43.97,50.63,89451
173,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2021,Appraisers & Assessors of Real Estate,421,33.66,25.32,35.12,44.31,70010
174,2019,42660,"Seattle-Tacoma-Bellevue, WA",13-2021,Appraisers & Assessors of Real Estate,478,37.74,24.1,35.97,47.56,78494
175,2019,44060,"Spokane-Spokane Valley, WA",13-2021,Appraisers & Assessors of Real Estate,142,29.47,19.31,28.16,38.32,61290
176,2019,47460,"Walla Walla, WA",13-2021,Appraisers & Assessors of Real Estate,15,34.08,22.62,28.6,55.59,70879
177,2019,48300,"Wenatchee, WA",13-2021,Appraisers & Assessors of Real Estate,16,26.76,22.11,25.2,31.54,55658
178,2019,49420,"Yakima, WA",13-2021,Appraisers & Assessors of Real Estate,,23.96,17.07,18.89,23.86,49831
179,2019,530006,Western Washington nonmetropolitan area,13-2021,Appraisers & Assessors of Real Estate,83,27.7,23.17,27,30.92,57603
180,2019,530007,Eastern Washington nonmetropolitan area,13-2021,Appraisers & Assessors of Real Estate,33,31.02,22.39,28.87,39.86,64514
181,2019,53,Washington,23-1022,"Arbitrators, Mediators, & Conciliators",136,36.73,27.07,31.47,49.79,76394
182,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",23-1022,"Arbitrators, Mediators, & Conciliators",,41.61,36.49,41.14,46.29,86543
183,2019,42660,"Seattle-Tacoma-Bellevue, WA",23-1022,"Arbitrators, Mediators, & Conciliators",107,37.16,27.47,31.15,47.82,77274
184,2019,53,Washington,17-1011,"Architects, Except Landscape & Naval",4151,38.65,29.82,36.56,45.64,80393
185,2019,13380,"Bellingham, WA",17-1011,"Architects, Except Landscape & Naval",37,33.93,29.23,33.46,37.74,70576
186,2019,14740,"Bremerton-Silverdale, WA",17-1011,"Architects, Except Landscape & Naval",75,35.73,29.62,35.21,41.68,74321
187,2019,28420,"Kennewick-Richland, WA",17-1011,"Architects, Except Landscape & Naval",38,48.87,37.72,51.18,59.96,101644
188,2019,36500,"Olympia-Tumwater, WA",17-1011,"Architects, Except Landscape & Naval",65,38.67,33.35,40.18,43.99,80439
189,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1011,"Architects, Except Landscape & Naval",1765,41.79,30.41,37.06,46.85,86905
190,2019,42660,"Seattle-Tacoma-Bellevue, WA",17-1011,"Architects, Except Landscape & Naval",3538,38.66,29.7,36.51,45.86,80408
191,2019,44060,"Spokane-Spokane Valley, WA",17-1011,"Architects, Except Landscape & Naval",154,44.26,34,40.22,50.43,92058
192,2019,48300,"Wenatchee, WA",17-1011,"Architects, Except Landscape & Naval",29,29.92,26.24,29.47,34.32,62230
193,2019,49420,"Yakima, WA",17-1011,"Architects, Except Landscape & Naval",35,30.53,22.16,30.5,37.26,63514
194,2019,530006,Western Washington nonmetropolitan area,17-1011,"Architects, Except Landscape & Naval",20,31.56,21.21,26.33,44.1,65648
195,2019,530007,Eastern Washington nonmetropolitan area,17-1011,"Architects, Except Landscape & Naval",15,44.55,33.35,41.79,54.34,92660
196,2019,53,Washington,17-3011,Architectural & Civil Drafters,2286,28.46,21.24,26.66,33.5,59187
197,2019,13380,"Bellingham, WA",17-3011,Architectural & Civil Drafters,93,27.49,23.21,27.53,30.65,57189
198,2019,14740,"Bremerton-Silverdale, WA",17-3011,Architectural & Civil Drafters,,27.48,21.99,27.24,33.21,57166
199,2019,28420,"Kennewick-Richland, WA",17-3011,Architectural & Civil Drafters,113,,,,,
200,2019,30300,"Lewiston, ID-WA",17-3011,Architectural & Civil Drafters,,24.52,17.48,19.32,34.69,51004
201,2019,34580,"Mount Vernon-Anacortes, WA",17-3011,Architectural & Civil Drafters,16,34.29,28.66,32.86,40.21,71308
202,2019,36500,"Olympia-Tumwater, WA",17-3011,Architectural & Civil Drafters,78,25.17,20.97,24.06,29.16,52357
203,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3011,Architectural & Civil Drafters,1223,29.41,22.56,27.57,34.76,61180
204,2019,42660,"Seattle-Tacoma-Bellevue, WA",17-3011,Architectural & Civil Drafters,1494,28.8,21.43,27.23,34.31,59918
205,2019,44060,"Spokane-Spokane Valley, WA",17-3011,Architectural & Civil Drafters,157,23.31,20.47,22.8,25.32,48473
206,2019,48300,"Wenatchee, WA",17-3011,Architectural & Civil Drafters,26,28.33,25.38,29.87,35.52,58942
207,2019,49420,"Yakima, WA",17-3011,Architectural & Civil Drafters,43,21.85,17.1,19.95,26.76,45459
208,2019,530006,Western Washington nonmetropolitan area,17-3011,Architectural & Civil Drafters,22,28.95,21.35,32.32,37.05,60204
209,2019,530007,Eastern Washington nonmetropolitan area,17-3011,Architectural & Civil Drafters,19,22.53,17.48,23.52,28.04,46862
210,2019,53,Washington,11-9041,Architectural & Engineering Managers,4293,75.77,61.17,72.73,86.26,157610
211,2019,13380,"Bellingham, WA",11-9041,Architectural & Engineering Managers,74,62.97,56.73,61.62,68.25,130975
212,2019,14740,"Bremerton-Silverdale, WA",11-9041,Architectural & Engineering Managers,87,66.38,60.29,65.75,70.91,138080
213,2019,28420,"Kennewick-Richland, WA",11-9041,Architectural & Engineering Managers,526,80.49,65.64,76.08,90.81,167424
214,2019,30300,"Lewiston, ID-WA",11-9041,Architectural & Engineering Managers,18,44.52,34.26,46.4,48.3,92600
215,2019,31020,"Longview, WA",11-9041,Architectural & Engineering Managers,22,66.17,56.33,65.97,76.8,137639
216,2019,34580,"Mount Vernon-Anacortes, WA",11-9041,Architectural & Engineering Managers,57,66.34,56.73,63.91,75.82,137989
217,2019,36500,"Olympia-Tumwater, WA",11-9041,Architectural & Engineering Managers,49,64.87,55.04,66.14,75.28,134937
218,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9041,Architectural & Engineering Managers,3312,66.2,53.65,64.7,76.57,137702
219,2019,42660,"Seattle-Tacoma-Bellevue, WA",11-9041,Architectural & Engineering Managers,2901,78.67,64.19,75.84,90.67,163626
220,2019,44060,"Spokane-Spokane Valley, WA",11-9041,Architectural & Engineering Managers,122,62.59,52.19,61.32,72.78,130184
221,2019,47460,"Walla Walla, WA",11-9041,Architectural & Engineering Managers,27,61.73,58.44,62.31,65.7,128413
222,2019,48300,"Wenatchee, WA",11-9041,Architectural & Engineering Managers,14,66.17,57.14,65.69,74.88,137633
223,2019,49420,"Yakima, WA",11-9041,Architectural & Engineering Managers,19,62.57,55.65,62.25,71.57,130146
224,2019,530006,Western Washington nonmetropolitan area,11-9041,Architectural & Engineering Managers,28,66.35,58.23,66.5,75.76,138011
